id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_plant_kingdom_assertion_211_0f0c6fc9,"Assertion: Cytotaxonomy is based on the cytological information like chromosome number, structure and behaviour. Reason: Chemotaxonomy that uses the chemical constituents of the plants.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_212_f15f63e2,"Assertion: In some species of Chlamydomonas, the fusion of gamete is termed as anisogamous. Reason: Because gametes which undergo fusion in these species are of dissimilar in size.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_213_29ea4a36,Assertion: Bryophytes are called amphibian of plant kingdom. Reason: These plants live in soil but are dependent on water for sexual reproduction.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_214_f3e2c4b1,Assertion: Mosses along with lichens are the first organisms to colonize rocks. Reason: They decompose rocks by scereting acid substances.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_215_4f145465,Assertion: Pteridophytes are used for medicinal purposes and soil binders. Reason: They are the first terrestrial plants to possess vascular tissues.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_216_1cecf59b,Assertion: Only the red algae is able to flourish at the great depth of sea. Reason: Red algae has the pigments r-phycoerythrin and r-phycocyanin.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_217_8671af7b,Assertion: Gymnosperms are heterosporous. Reason: They produce haploid microspores and megaspores.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_218_8b57f71a,Assertion: PEN is triploid in angiosperm. Reason: PEN is formed by fusion of haploid male gamete with the dipoid secondary nucleus.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_219_de01755e,Assertion: The cells of highly reduced female gametophyte (embryo sac in angiosperm) is haploid. Reason: The embryosac is formed by meiosis.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_220_7193824b,"Assertion: In pinus the coralloid roots are associated with nitrogen fixing cynobacteria. Reason: In Cycas, mycorrhiza is present.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_221_91b13e6e,Assertion: Cyanobacteria included in kingdom Plantae. Reason: Cyanobacteria belong to algae.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_222_5b56cb8c,Assertion: Algae are autotrophic. Reason: Algae contain chlorophyll pigments.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_223_8a6a68d4,Assertion: Half of the total $ CO_{2} $ fixation on earth is carried out by algae. Reason: Algae increases the level of dissolved oxygen in their nearby environment.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_224_0bb3589d,Assertion: Pyrenoids are storage bodies. Reason: Pyrenoids contains starch and proteins.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_225_357e60bf,Assertion: Rhodophytes of shallow water body do not appear reddish. Reason: Rhodophytes of shallow water body have lesser synthesis of phycoerythrin.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_226_08a905da,Assertion: Phaeophyceae are brown algae. Reason: Phaeophyceae contain large amounts of xanthophyll pigment called fucoxanthin which gives brown colour.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_227_85eb5543,Assertion: Chlorella used as a food supplement by space travellers. Reason: Chlorella is unicellular green algae.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_228_cba41675,Assertion: Sphagnum is used for transhipment of living material like seedlings. Reason: Sphagnum has capacity of water retention.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_229_2009aea1,"Assertion: Pteridophytes evolutionarily, are first terrestrial vascular plants. Reason: Pteridophytes are soil binders",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_230_ef85ba84,"Assertion: Development of zygote into young embryo takes place within the female gametophytes in Pteridophytes Reason: This event is a precursor to seed habit, considered an important step in evolution.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_231_18957baf,Assertion: Algae are useful to man. Reason: At least half of the total $ CO_{2} $ fixation on earth is carried out by algae.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_232_1a83f860,Assertion: Algae increases level of dissolved oxygen in their immediate environment. Reason: They show oxygenic photosynthesis,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_233_ff728b8f,Assertion: Rhodophyceae commonly known as red algae. Reason: Their body predominantly contain red pigment r-prycoerythrin.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_234_76a2d7e1,"Assertion: The spread of living Pteridophytes is restricted to narrow geographical region. Reason: They require cool, damp and shady place to grow and require water for fertilization.",Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_235_cb5e0584,Assertion: Sexual reproduction in volvox is oogamous type. Reason: Both of fusing gamete of volvox is non flagellated and similar in size.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_236_2903a178,Assertion: Bryophytes are of great ecology importance. Reason: Bryophytes play important role in plant succession on bare rocks.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,A,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_237_6a256ccc,Assertion: Leaves of gymnosperm can't withstand extremes of temperature. Reason: Leaves of gymnosperm possesses large surface area with thin cuticle.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_238_a90f4202,Assertion: Volvox show diplomatic type of life cycle. Reason: They show free living sporophyte.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_239_5c6d0c5b,Assertion: Most algae show haplontic type of life cycle. Reason: They show free living sporophyte,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,C,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_240_b6e2db87,Assertion: Most algae show haplontic type of life cycle. Reason: A Fucus alga shows diplontic type of life cycle.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,B,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_assertion_241_a71cf857,Assertion: Pollination in angiosperm is occurred by means of wind only. Reason: Pollen grains in angiosperm are developed from filament.,Both assertion and reason are true and reason is the correct explanation of assertion.,Both assertion and reason are true but reason is not the correct explanation of assertion.,Assertion is true but reason is false.,Both assertion and reason are false.,D,,,,,,Biology,Plant Kingdom,Assertion,Assertion-Reason; Pearson 2019,
pearson_plant_kingdom_pyq_1_558a855c,"Examine the figures A, B, C and D. In which one of the four options all the items A, B, C and D are correct? [AIPMT MAINS 2010]","A: Chara, B: Marchantia, C: Fucus, D: Pinus","A: Equisetum, B: Ginkgo, C: Selaginella, D: Lycopodium","A: Selaginella, B: Equisetum, C: Salvinia, D: Ginkgo","A: Funaria, B: Adiantum, C: Salvinia, D: Riccia",C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//32c6f0c0-6f1a-4ee3-afe6-484d12bf039e/markdown_0/imgs/img_in_image_box_204_861_773_1229.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A18Z%2F-1%2F%2Fe5d161a4592e78bf0788e418c3a9aac29220a1199b42e230093500389c1458e0,,,,,Biology,Plant Kingdom,Pyq,2010; AIPMT; Pearson 2019; PYQ,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//32c6f0c0-6f1a-4ee3-afe6-484d12bf039e/markdown_0/imgs/img_in_image_box_204_861_773_1229.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A18Z%2F-1%2F%2Fe5d161a4592e78bf0788e418c3a9aac29220a1199b42e230093500389c1458e0
pearson_plant_kingdom_pyq_2_a5814e8e,Male and female gametophytes are independent and free-living in [AIPMT PRE 2010],Mustard,Castor,Pinus,Sphagnum,D,,,,,,Biology,Plant Kingdom,Pyq,Pearson 2019; PYQ,
pearson_plant_kingdom_pyq_3_16b55a79,Algae have cell wall made up of,"Cellulose, galactans and mannans","Hemicellulose, pectins and proteins","Pectins, cellulose and proteins","Cellulose, hemicellulose and pectins [AIPMT PRE 2010]",A,,,,,,Biology,Plant Kingdom,Pyq,2010; AIPMT; Pearson 2019; PYQ,
pearson_plant_kingdom_pyq_4_37a1a5a1,Consider the following four statements and specify whether they are correct [A],A and C,A and D,B and C,A and B,B,,,,,,Biology,Plant Kingdom,Pyq,Pearson 2019; PYQ,
